Year,Sport,NOC,Sex,Legendary_Index,Predicted_Legendary_Coach
1988,Table Tennis,HKG,F,0.36292055,False
1992,Table Tennis,HKG,F,0.37866002,False
1996,Table Tennis,HKG,F,0.544598,False
2000,Table Tennis,HKG,F,0.544598,False
2004,Table Tennis,HKG,F,0.544598,False
2008,Table Tennis,HKG,F,0.544598,False
2012,Table Tennis,HKG,F,0.544598,False
2016,Table Tennis,HKG,F,0.544598,False
2020,Table Tennis,HKG,F,0.57598037,False
2024,Table Tennis,HKG,F,0.544598,False
1988,Table Tennis,HKG,M,0.36292055,False
1992,Table Tennis,HKG,M,0.37866002,False
1996,Table Tennis,HKG,M,0.544598,False
2000,Table Tennis,HKG,M,0.544598,False
2004,Table Tennis,HKG,M,0.54977036,False
2008,Table Tennis,HKG,M,0.544598,False
2012,Table Tennis,HKG,M,0.544598,False
2016,Table Tennis,HKG,M,0.544598,False
2020,Table Tennis,HKG,M,0.544598,False
2024,Table Tennis,HKG,M,0.544598,False
2004,Table Tennis,HON,F,0.544598,False
1988,Table Tennis,HUN,F,0.36292055,False
1992,Table Tennis,HUN,F,0.37866002,False
1996,Table Tennis,HUN,F,0.544598,False
2000,Table Tennis,HUN,F,0.544598,False
2004,Table Tennis,HUN,F,0.544598,False
2008,Table Tennis,HUN,F,0.544598,False
2012,Table Tennis,HUN,F,0.544598,False
2016,Table Tennis,HUN,F,0.544598,False
2020,Table Tennis,HUN,F,0.544598,False
2024,Table Tennis,HUN,F,0.544598,False
1988,Table Tennis,HUN,M,0.36292055,False
1996,Table Tennis,HUN,M,0.544598,False
2008,Table Tennis,HUN,M,0.544598,False
2012,Table Tennis,HUN,M,0.544598,False
2016,Table Tennis,HUN,M,0.544598,False
2020,Table Tennis,HUN,M,0.544598,False
2024,Table Tennis,HUN,M,0.544598,False
1992,Table Tennis,INA,F,0.37866002,False
1996,Table Tennis,INA,F,0.544598,False
1988,Table Tennis,INA,M,0.36292055,False
1992,Table Tennis,INA,M,0.37866002,False
1996,Table Tennis,INA,M,0.544598,False
2000,Table Tennis,INA,M,0.544598,False
1988,Table Tennis,IND,F,0.36292055,False
1992,Table Tennis,IND,F,0.37866002,False
1996,Table Tennis,IND,F,0.544598,False
2000,Table Tennis,IND,F,0.544598,False
2004,Table Tennis,IND,F,0.544598,False
2008,Table Tennis,IND,F,0.544598,False
2012,Table Tennis,IND,F,0.544598,False
2016,Table Tennis,IND,F,0.544598,False
2020,Table Tennis,IND,F,0.544598,False
2024,Table Tennis,IND,F,0.544598,False
1988,Table Tennis,IND,M,0.36292055,False
1992,Table Tennis,IND,M,0.37866002,False
1996,Table Tennis,IND,M,0.544598,False
2000,Table Tennis,IND,M,0.544598,False
2004,Table Tennis,IND,M,0.544598,False
2008,Table Tennis,IND,M,0.544598,False
2012,Table Tennis,IND,M,0.544598,False
2016,Table Tennis,IND,M,0.544598,False
2020,Table Tennis,IND,M,0.544598,False
2024,Table Tennis,IND,M,0.544598,False
1992,Table Tennis,IOA,F,0.37866002,False
1992,Table Tennis,IOA,M,0.37866002,False
2012,Table Tennis,IRI,F,0.544598,False
2016,Table Tennis,IRI,F,0.544598,False
2024,Table Tennis,IRI,F,0.544598,False
1992,Table Tennis,IRI,M,0.37866002,False
2000,Table Tennis,IRI,M,0.544598,False
2004,Table Tennis,IRI,M,0.544598,False
2008,Table Tennis,IRI,M,0.544598,False
2012,Table Tennis,IRI,M,0.544598,False
2016,Table Tennis,IRI,M,0.544598,False
2020,Table Tennis,IRI,M,0.544598,False
2024,Table Tennis,IRI,M,0.544598,False
1988,Table Tennis,IRQ,M,0.36292055,False
2004,Table Tennis,ISR,F,0.544598,False
1992,Table Tennis,ITA,F,0.37866002,False
1996,Table Tennis,ITA,F,0.544598,False
2004,Table Tennis,ITA,F,0.544598,False
2008,Table Tennis,ITA,F,0.544598,False
2012,Table Tennis,ITA,F,0.544598,False
2020,Table Tennis,ITA,F,0.544598,False
2024,Table Tennis,ITA,F,0.544598,False
1988,Table Tennis,ITA,M,0.36292055,False
2004,Table Tennis,ITA,M,0.544598,False
2008,Table Tennis,ITA,M,0.544598,False
2012,Table Tennis,ITA,M,0.544598,False
1988,Table Tennis,JAM,M,0.36292055,False
1992,Table Tennis,JAM,M,0.37866002,False
1996,Table Tennis,JAM,M,0.544598,False
1988,Table Tennis,JOR,F,0.36292055,False
1992,Table Tennis,JOR,F,0.37866002,False
2000,Table Tennis,JOR,F,0.544598,False
2004,Table Tennis,JOR,F,0.544598,False
2008,Table Tennis,JOR,F,0.544598,False
2024,Table Tennis,JOR,M,0.544598,False
1988,Table Tennis,JPN,F,0.36292055,False
1992,Table Tennis,JPN,F,0.37866002,False
1996,Table Tennis,JPN,F,0.544598,False
2000,Table Tennis,JPN,F,0.544598,False
2004,Table Tennis,JPN,F,0.544598,False
2008,Table Tennis,JPN,F,0.544598,False
2012,Table Tennis,JPN,F,0.54977036,False
2016,Table Tennis,JPN,F,0.57598037,False
2020,Table Tennis,JPN,F,0.6231164,False
2024,Table Tennis,JPN,F,0.55160433,False
1988,Table Tennis,JPN,M,0.36292055,False
1992,Table Tennis,JPN,M,0.37866002,False
1996,Table Tennis,JPN,M,0.544598,False
2000,Table Tennis,JPN,M,0.544598,False
2004,Table Tennis,JPN,M,0.544598,False
2008,Table Tennis,JPN,M,0.544598,False
2012,Table Tennis,JPN,M,0.544598,False
2016,Table Tennis,JPN,M,0.55160433,False
2020,Table Tennis,JPN,M,0.6231164,False
2024,Table Tennis,JPN,M,0.544598,False
2008,Table Tennis,KAZ,F,0.544598,False
2020,Table Tennis,KAZ,F,0.544598,False
2016,Table Tennis,KAZ,M,0.544598,False
2020,Table Tennis,KAZ,M,0.544598,False
2024,Table Tennis,KAZ,M,0.544598,False
1988,Table Tennis,KOR,F,0.5276059,False
1992,Table Tennis,KOR,F,0.4100425,False
1996,Table Tennis,KOR,F,0.5603971,False
2000,Table Tennis,KOR,F,0.5603971,False
2004,Table Tennis,KOR,F,0.55160433,False
2008,Table Tennis,KOR,F,0.57598037,False
2012,Table Tennis,KOR,F,0.544598,False
2016,Table Tennis,KOR,F,0.544598,False
2020,Table Tennis,KOR,F,0.544598,False
2024,Table Tennis,KOR,F,0.57598037,False
1988,Table Tennis,KOR,M,0.5276059,False
1992,Table Tennis,KOR,M,0.4100425,False
1996,Table Tennis,KOR,M,0.5603971,False
2000,Table Tennis,KOR,M,0.544598,False
2004,Table Tennis,KOR,M,0.6231164,False
2008,Table Tennis,KOR,M,0.57598037,False
2012,Table Tennis,KOR,M,0.54977036,False
2016,Table Tennis,KOR,M,0.544598,False
2020,Table Tennis,KOR,M,0.544598,False
2024,Table Tennis,KOR,M,0.5603971,False
1992,Table Tennis,KSA,M,0.37866002,False
2004,Table Tennis,KSA,M,0.544598,False
2020,Table Tennis,KSA,M,0.544598,False
1996,Table Tennis,KUW,M,0.544598,False
2008,Table Tennis,KUW,M,0.544598,False
2012,Table Tennis,KUW,M,0.544598,False
2012,Table Tennis,LAT,M,0.544598,False
1992,Table Tennis,LBA,M,0.37866002,False
2024,Table Tennis,LBN,F,0.544598,False
1996,Table Tennis,LIB,F,0.544598,False
2012,Table Tennis,LIB,F,0.544598,False
2016,Table Tennis,LIB,F,0.544598,False
1996,Table Tennis,LTU,F,0.544598,False
2000,Table Tennis,LTU,F,0.544598,False
2008,Table Tennis,LTU,F,0.544598,False
2000,Table Tennis,LUX,F,0.544598,False
2008,Table Tennis,LUX,F,0.544598,False
2012,Table Tennis,LUX,F,0.544598,False
2016,Table Tennis,LUX,F,0.544598,False
2020,Table Tennis,LUX,F,0.544598,False
2024,Table Tennis,LUX,F,0.544598,False
2024,Table Tennis,LUX,M,0.544598,False
2024,Table Tennis,MAD,M,0.544598,False
1992,Table Tennis,MAR,M,0.37866002,False
1988,Table Tennis,MAS,F,0.36292055,False
2024,Table Tennis,MDA,M,0.544598,False
2024,Table Tennis,MDV,F,0.544598,False
2008,Table Tennis,MEX,F,0.544598,False
2012,Table Tennis,MEX,F,0.544598,False
2016,Table Tennis,MEX,F,0.544598,False
2024,Table Tennis,MEX,F,0.544598,False
1996,Table Tennis,MEX,M,0.544598,False
2016,Table Tennis,MEX,M,0.544598,False
2024,Table Tennis,MEX,M,0.544598,False
2020,Table Tennis,MGL,F,0.544598,False
2020,Table Tennis,MGL,M,0.544598,False
2020,Table Tennis,MON,F,0.544598,False
2024,Table Tennis,MON,F,0.544598,False
1988,Table Tennis,MRI,M,0.36292055,False
2000,Table Tennis,MRI,M,0.544598,False
1988,Table Tennis,NED,F,0.36292055,False
1992,Table Tennis,NED,F,0.37866002,False
1996,Table Tennis,NED,F,0.544598,False
2008,Table Tennis,NED,F,0.544598,False
2012,Table Tennis,NED,F,0.544598,False
2016,Table Tennis,NED,F,0.544598,False
2020,Table Tennis,NED,F,0.544598,False
2024,Table Tennis,NED,F,0.544598,False
1992,Table Tennis,NED,M,0.37866002,False
1996,Table Tennis,NED,M,0.544598,False
2000,Table Tennis,NED,M,0.544598,False
2004,Table Tennis,NED,M,0.544598,False
2024,Table Tennis,NEP,M,0.544598,False
1988,Table Tennis,NGR,F,0.36292055,False
1992,Table Tennis,NGR,F,0.37866002,False
1996,Table Tennis,NGR,F,0.544598,False
2000,Table Tennis,NGR,F,0.544598,False
2004,Table Tennis,NGR,F,0.544598,False
2008,Table Tennis,NGR,F,0.544598,False
2012,Table Tennis,NGR,F,0.544598,False
2016,Table Tennis,NGR,F,0.544598,False
2020,Table Tennis,NGR,F,0.544598,False
2024,Table Tennis,NGR,F,0.544598,False
1988,Table Tennis,NGR,M,0.36292055,False
1992,Table Tennis,NGR,M,0.37866002,False
1996,Table Tennis,NGR,M,0.544598,False
2000,Table Tennis,NGR,M,0.544598,False
2004,Table Tennis,NGR,M,0.544598,False
2008,Table Tennis,NGR,M,0.544598,False
2012,Table Tennis,NGR,M,0.544598,False
2016,Table Tennis,NGR,M,0.544598,False
2020,Table Tennis,NGR,M,0.544598,False
2024,Table Tennis,NGR,M,0.544598,False
1992,Table Tennis,NZL,F,0.37866002,False
1996,Table Tennis,NZL,F,0.544598,False
2000,Table Tennis,NZL,F,0.544598,False
2004,Table Tennis,NZL,F,0.544598,False
1988,Table Tennis,NZL,M,0.36292055,False
1992,Table Tennis,NZL,M,0.37866002,False
2000,Table Tennis,NZL,M,0.544598,False
1988,Table Tennis,PAK,M,0.36292055,False
2008,Table Tennis,PAR,M,0.544598,False
2012,Table Tennis,PAR,M,0.544598,False
2016,Table Tennis,PAR,M,0.544598,False
1988,Table Tennis,PER,F,0.36292055,False
1992,Table Tennis,PER,F,0.37866002,False
1996,Table Tennis,PER,F,0.544598,False
2004,Table Tennis,PER,F,0.544598,False
1992,Table Tennis,PER,M,0.37866002,False
2016,Table Tennis,PHI,F,0.544598,False
2008,Table Tennis,POL,F,0.544598,False
2012,Table Tennis,POL,F,0.544598,False
2016,Table Tennis,POL,F,0.544598,False
2020,Table Tennis,POL,F,0.544598,False
2024,Table Tennis,POL,F,0.544598,False
1988,Table Tennis,POL,M,0.36292055,False
1992,Table Tennis,POL,M,0.37866002,False
1996,Table Tennis,POL,M,0.544598,False
2000,Table Tennis,POL,M,0.544598,False
2004,Table Tennis,POL,M,0.544598,False
2008,Table Tennis,POL,M,0.544598,False
2012,Table Tennis,POL,M,0.544598,False
2016,Table Tennis,POL,M,0.544598,False
2024,Table Tennis,POL,M,0.544598,False
2012,Table Tennis,POR,F,0.544598,False
2016,Table Tennis,POR,F,0.544598,False
2020,Table Tennis,POR,F,0.544598,False
2024,Table Tennis,POR,F,0.544598,False
2008,Table Tennis,POR,M,0.544598,False
2012,Table Tennis,POR,M,0.544598,False
2016,Table Tennis,POR,M,0.544598,False
2020,Table Tennis,POR,M,0.544598,False
2024,Table Tennis,POR,M,0.544598,False
1992,Table Tennis,PRK,F,0.4100425,False
1996,Table Tennis,PRK,F,0.544598,False
2004,Table Tennis,PRK,F,0.54977036,False
2008,Table Tennis,PRK,F,0.544598,False
2012,Table Tennis,PRK,F,0.544598,False
2016,Table Tennis,PRK,F,0.5603971,False
2024,Table Tennis,PRK,F,0.54977036,False
1992,Table Tennis,PRK,M,0.37866002,False
1996,Table Tennis,PRK,M,0.544598,False
2004,Table Tennis,PRK,M,0.544598,False
2008,Table Tennis,PRK,M,0.544598,False
2012,Table Tennis,PRK,M,0.544598,False
2024,Table Tennis,PRK,M,0.54977036,False
2016,Table Tennis,PUR,F,0.544598,False
2020,Table Tennis,PUR,F,0.544598,False
2024,Table Tennis,PUR,F,0.544598,False
2016,Table Tennis,PUR,M,0.544598,False
2020,Table Tennis,PUR,M,0.544598,False
2024,Table Tennis,PUR,M,0.544598,False
2012,Table Tennis,QAT,F,0.544598,False
1996,Table Tennis,QAT,M,0.544598,False
2000,Table Tennis,QAT,M,0.544598,False
2016,Table Tennis,QAT,M,0.544598,False
2020,Table Tennis,ROC,F,0.544598,False
2020,Table Tennis,ROC,M,0.544598,False
1992,Table Tennis,ROU,F,0.37866002,False
1996,Table Tennis,ROU,F,0.544598,False
2000,Table Tennis,ROU,F,0.544598,False
2004,Table Tennis,ROU,F,0.544598,False
2008,Table Tennis,ROU,F,0.544598,False
2012,Table Tennis,ROU,F,0.544598,False
2016,Table Tennis,ROU,F,0.544598,False
2020,Table Tennis,ROU,F,0.544598,False
2024,Table Tennis,ROU,F,0.544598,False
1996,Table Tennis,ROU,M,0.544598,False
2000,Table Tennis,ROU,M,0.544598,False
2004,Table Tennis,ROU,M,0.544598,False
2008,Table Tennis,ROU,M,0.544598,False
2012,Table Tennis,ROU,M,0.544598,False
2016,Table Tennis,ROU,M,0.544598,False
2020,Table Tennis,ROU,M,0.544598,False
2024,Table Tennis,ROU,M,0.544598,False
1992,Table Tennis,RSA,F,0.37866002,False
1992,Table Tennis,RSA,M,0.37866002,False
1996,Table Tennis,RUS,F,0.544598,False
2000,Table Tennis,RUS,F,0.544598,False
2004,Table Tennis,RUS,F,0.544598,False
2008,Table Tennis,RUS,F,0.544598,False
2012,Table Tennis,RUS,F,0.544598,False
2016,Table Tennis,RUS,F,0.544598,False
1996,Table Tennis,RUS,M,0.544598,False
2004,Table Tennis,RUS,M,0.544598,False
2008,Table Tennis,RUS,M,0.544598,False
2012,Table Tennis,RUS,M,0.544598,False
2016,Table Tennis,RUS,M,0.544598,False
2004,Table Tennis,SCG,F,0.544598,False
1996,Table Tennis,SCG,M,0.544598,False
2000,Table Tennis,SCG,M,0.544598,False
2004,Table Tennis,SCG,M,0.544598,False
2004,Table Tennis,SEN,M,0.544598,False
2020,Table Tennis,SEN,M,0.544598,False
2024,Table Tennis,SEN,M,0.544598,False
1996,Table Tennis,SGP,F,0.544598,False
2000,Table Tennis,SGP,F,0.544598,False
2004,Table Tennis,SGP,F,0.544598,False
2008,Table Tennis,SGP,F,0.54977036,False
2012,Table Tennis,SGP,F,0.57598037,False
2016,Table Tennis,SGP,F,0.544598,False
2020,Table Tennis,SGP,F,0.544598,False
2024,Table Tennis,SGP,F,0.544598,False
2008,Table Tennis,SGP,M,0.544598,False
2012,Table Tennis,SGP,M,0.544598,False
2016,Table Tennis,SGP,M,0.544598,False
2020,Table Tennis,SGP,M,0.544598,False
2024,Table Tennis,SGP,M,0.544598,False
1992,Table Tennis,SLO,F,0.37866002,False
2008,Table Tennis,SLO,M,0.544598,False
2012,Table Tennis,SLO,M,0.544598,False
2016,Table Tennis,SLO,M,0.544598,False
2020,Table Tennis,SLO,M,0.544598,False
2024,Table Tennis,SLO,M,0.544598,False
2024,Table Tennis,SRB,F,0.544598,False
2008,Table Tennis,SRB,M,0.544598,False
2012,Table Tennis,SRB,M,0.544598,False
2016,Table Tennis,SRB,M,0.544598,False
2020,Table Tennis,SRB,M,0.544598,False
1996,Table Tennis,SUD,M,0.544598,False
1996,Table Tennis,SUI,F,0.544598,False
2020,Table Tennis,SUI,F,0.544598,False
1996,Table Tennis,SVK,F,0.544598,False
2008,Table Tennis,SVK,F,0.544598,False
2016,Table Tennis,SVK,F,0.544598,False
2020,Table Tennis,SVK,F,0.544598,False
2016,Table Tennis,SVK,M,0.544598,False
2020,Table Tennis,SVK,M,0.544598,False
2024,Table Tennis,SVK,M,0.544598,False
1992,Table Tennis,SWE,F,0.37866002,False
1996,Table Tennis,SWE,F,0.544598,False
2000,Table Tennis,SWE,F,0.544598,False
2016,Table Tennis,SWE,F,0.544598,False
2020,Table Tennis,SWE,F,0.544598,False
2024,Table Tennis,SWE,F,0.544598,False
1988,Table Tennis,SWE,M,0.37871963,False
1992,Table Tennis,SWE,M,0.5334338,False
1996,Table Tennis,SWE,M,0.544598,False
2000,Table Tennis,SWE,M,0.54977036,False
2004,Table Tennis,SWE,M,0.544598,False
2008,Table Tennis,SWE,M,0.544598,False
2012,Table Tennis,SWE,M,0.544598,False
2016,Table Tennis,SWE,M,0.544598,False
2020,Table Tennis,SWE,M,0.544598,False
2024,Table Tennis,SWE,M,0.54977036,False
2016,Table Tennis,SYR,F,0.544598,False
2020,Table Tennis,SYR,F,0.544598,False
1988,Table Tennis,TCH,F,0.36292055,False
1992,Table Tennis,TCH,F,0.37866002,False
1988,Table Tennis,TCH,M,0.36292055,False
1992,Table Tennis,TCH,M,0.37866002,False
2000,Table Tennis,THA,F,0.544598,False
2004,Table Tennis,THA,F,0.544598,False
2008,Table Tennis,THA,F,0.544598,False
2012,Table Tennis,THA,F,0.544598,False
2016,Table Tennis,THA,F,0.544598,False
2020,Table Tennis,THA,F,0.544598,False
2024,Table Tennis,THA,F,0.544598,False
2016,Table Tennis,THA,M,0.544598,False
1996,Table Tennis,TKM,F,0.544598,False
2000,Table Tennis,TKM,F,0.544598,False
2012,Table Tennis,TOG,M,0.544598,False
2020,Table Tennis,TOG,M,0.544598,False
1988,Table Tennis,TPE,F,0.36292055,False
1996,Table Tennis,TPE,F,0.54977036,False
2000,Table Tennis,TPE,F,0.5603971,False
2004,Table Tennis,TPE,F,0.544598,False
2008,Table Tennis,TPE,F,0.544598,False
2012,Table Tennis,TPE,F,0.544598,False
2016,Table Tennis,TPE,F,0.544598,False
2020,Table Tennis,TPE,F,0.5603971,False
2024,Table Tennis,TPE,F,0.544598,False
1988,Table Tennis,TPE,M,0.36292055,False
1996,Table Tennis,TPE,M,0.544598,False
2000,Table Tennis,TPE,M,0.544598,False
2004,Table Tennis,TPE,M,0.544598,False
2008,Table Tennis,TPE,M,0.544598,False
2012,Table Tennis,TPE,M,0.544598,False
2016,Table Tennis,TPE,M,0.544598,False
2020,Table Tennis,TPE,M,0.5603971,False
2024,Table Tennis,TPE,M,0.544598,False
1996,Table Tennis,TTO,M,0.544598,False
2008,Table Tennis,TTO,M,0.544598,False
1988,Table Tennis,TUN,F,0.36292055,False
1992,Table Tennis,TUN,F,0.37866002,False
1996,Table Tennis,TUN,F,0.544598,False
2004,Table Tennis,TUN,F,0.544598,False
2016,Table Tennis,TUN,F,0.544598,False
2020,Table Tennis,TUN,F,0.544598,False
1988,Table Tennis,TUN,M,0.36292055,False
1992,Table Tennis,TUN,M,0.37866002,False
2000,Table Tennis,TUN,M,0.544598,False
2020,Table Tennis,TUN,M,0.544598,False
2008,Table Tennis,TUR,F,0.544598,False
2012,Table Tennis,TUR,F,0.544598,False
2016,Table Tennis,TUR,F,0.544598,False
2024,Table Tennis,TUR,F,0.544598,False
2008,Table Tennis,TUR,M,0.544598,False
2012,Table Tennis,TUR,M,0.544598,False
2016,Table Tennis,TUR,M,0.544598,False
1992,Table Tennis,UGA,F,0.37866002,False
1996,Table Tennis,UGA,F,0.544598,False
2000,Table Tennis,UGA,F,0.544598,False
1996,Table Tennis,UGA,M,0.544598,False
2000,Table Tennis,UKR,F,0.544598,False
2008,Table Tennis,UKR,F,0.544598,False
2012,Table Tennis,UKR,F,0.544598,False
2016,Table Tennis,UKR,F,0.544598,False
2020,Table Tennis,UKR,F,0.544598,False
2024,Table Tennis,UKR,F,0.544598,False
2008,Table Tennis,UKR,M,0.544598,False
2012,Table Tennis,UKR,M,0.544598,False
2016,Table Tennis,UKR,M,0.544598,False
2020,Table Tennis,UKR,M,0.544598,False
2024,Table Tennis,UKR,M,0.544598,False
1988,Table Tennis,URS,F,0.36292055,False
1988,Table Tennis,URS,M,0.36292055,False
1988,Table Tennis,USA,F,0.36292055,False
1992,Table Tennis,USA,F,0.37866002,False
1996,Table Tennis,USA,F,0.544598,False
2000,Table Tennis,USA,F,0.544598,False
2004,Table Tennis,USA,F,0.544598,False
2008,Table Tennis,USA,F,0.544598,False
2012,Table Tennis,USA,F,0.544598,False
2016,Table Tennis,USA,F,0.544598,False
2020,Table Tennis,USA,F,0.544598,False
2024,Table Tennis,USA,F,0.544598,False
1988,Table Tennis,USA,M,0.36292055,False
1992,Table Tennis,USA,M,0.37866002,False
1996,Table Tennis,USA,M,0.544598,False
2000,Table Tennis,USA,M,0.544598,False
2004,Table Tennis,USA,M,0.544598,False
2008,Table Tennis,USA,M,0.544598,False
2012,Table Tennis,USA,M,0.544598,False
2016,Table Tennis,USA,M,0.544598,False
2020,Table Tennis,USA,M,0.544598,False
2024,Table Tennis,USA,M,0.544598,False
2004,Table Tennis,UZB,F,0.544598,False
2016,Table Tennis,UZB,M,0.544598,False
2008,Table Tennis,VAN,F,0.544598,False
2012,Table Tennis,VAN,F,0.544598,False
2024,Table Tennis,VAN,F,0.544598,False
2012,Table Tennis,VAN,M,0.544598,False
2016,Table Tennis,VAN,M,0.544598,False
2020,Table Tennis,VAN,M,0.544598,False
1988,Table Tennis,VEN,F,0.36292055,False
1996,Table Tennis,VEN,F,0.544598,False
2000,Table Tennis,VEN,F,0.544598,False
2004,Table Tennis,VEN,F,0.544598,False
2008,Table Tennis,VEN,F,0.544598,False
2012,Table Tennis,VEN,F,0.544598,False
2016,Table Tennis,VEN,F,0.544598,False
1988,Table Tennis,VEN,M,0.36292055,False
2004,Table Tennis,VIE,M,0.544598,False
2008,Table Tennis,VIE,M,0.544598,False
1988,Table Tennis,YUG,F,0.37871963,False
1988,Table Tennis,YUG,M,0.36809292,False
2008,Taekwondo,AFG,M,0.5603971,False
2012,Taekwondo,AFG,M,0.5603971,False
2020,Taekwondo,AFG,M,0.544598,False
2024,Taekwondo,AIN,M,0.544598,False
2012,Taekwondo,ALG,M,0.544598,False
2004,Taekwondo,ARG,F,0.544598,False
2008,Taekwondo,ARG,F,0.544598,False
2012,Taekwondo,ARG,F,0.544598,False
2000,Taekwondo,ARG,M,0.544598,False
2004,Taekwondo,ARG,M,0.544598,False
2012,Taekwondo,ARG,M,0.6231164,False
2020,Taekwondo,ARG,M,0.544598,False
2024,Taekwondo,ARG,M,0.544598,False
2012,Taekwondo,ARM,M,0.544598,False
2016,Taekwondo,ARU,F,0.544598,False
2000,Taekwondo,AUS,F,0.6231164,False
2004,Taekwondo,AUS,F,0.544598,False
2008,Taekwondo,AUS,F,0.544598,False
2012,Taekwondo,AUS,F,0.544598,False
2016,Taekwondo,AUS,F,0.544598,False
2020,Taekwondo,AUS,F,0.544598,False
2024,Taekwondo,AUS,F,0.544598,False
2000,Taekwondo,AUS,M,0.54977036,False
2004,Taekwondo,AUS,M,0.544598,False
2008,Taekwondo,AUS,M,0.544598,False
2012,Taekwondo,AUS,M,0.544598,False
2016,Taekwondo,AUS,M,0.544598,False
2020,Taekwondo,AUS,M,0.544598,False
2024,Taekwondo,AUS,M,0.544598,False
2004,Taekwondo,AUT,F,0.544598,False
2024,Taekwondo,AUT,F,0.544598,False
2000,Taekwondo,AUT,M,0.544598,False
2004,Taekwondo,AUT,M,0.544598,False
2012,Taekwondo,AZE,F,0.544598,False
2016,Taekwondo,AZE,F,0.5603971,False
2020,Taekwondo,AZE,F,0.544598,False
2004,Taekwondo,AZE,M,0.544598,False
2008,Taekwondo,AZE,M,0.544598,False
2012,Taekwondo,AZE,M,0.544598,False
2016,Taekwondo,AZE,M,0.6231164,False
2020,Taekwondo,AZE,M,0.544598,False
2024,Taekwondo,AZE,M,0.54977036,False
2004,Taekwondo,BEL,F,0.544598,False
2016,Taekwondo,BEL,F,0.544598,False
2024,Taekwondo,BEL,F,0.5603971,False
2016,Taekwondo,BEL,M,0.544598,False
2020,Taekwondo,BEL,M,0.544598,False
2000,Taekwondo,BEN,M,0.544598,False
2008,Taekwondo,BEN,M,0.544598,False
2004,Taekwondo,BIH,M,0.544598,False
2020,Taekwondo,BIH,M,0.544598,False
2008,Taekwondo,BIZ,M,0.544598,False
2000,Taekwondo,BRA,F,0.544598,False
2004,Taekwondo,BRA,F,0.544598,False
2008,Taekwondo,BRA,F,0.5603971,False
2012,Taekwondo,BRA,F,0.544598,False
2016,Taekwondo,BRA,F,0.544598,False
2020,Taekwondo,BRA,F,0.544598,False
2024,Taekwondo,BRA,F,0.544598,False
2004,Taekwondo,BRA,M,0.544598,False
2008,Taekwondo,BRA,M,0.544598,False
2012,Taekwondo,BRA,M,0.544598,False
2016,Taekwondo,BRA,M,0.5603971,False
2020,Taekwondo,BRA,M,0.544598,False
2024,Taekwondo,BRA,M,0.5603971,False
2024,Taekwondo,BUL,F,0.5603971,False
2020,Taekwondo,BUR,M,0.544598,False
2024,Taekwondo,BUR,M,0.544598,False
2012,Taekwondo,CAF,F,0.544598,False
2004,Taekwondo,CAF,M,0.544598,False
2012,Taekwondo,CAF,M,0.544598,False
2016,Taekwondo,CAF,M,0.544598,False
2012,Taekwondo,CAM,F,0.544598,False
2016,Taekwondo,CAM,F,0.544598,False
2000,Taekwondo,CAN,F,0.5603971,False
2004,Taekwondo,CAN,F,0.544598,False
2008,Taekwondo,CAN,F,0.54977036,False
2012,Taekwondo,CAN,F,0.544598,False
2016,Taekwondo,CAN,F,0.544598,False
2020,Taekwondo,CAN,F,0.544598,False
2024,Taekwondo,CAN,F,0.5603971,False
2008,Taekwondo,CAN,M,0.544598,False
2012,Taekwondo,CAN,M,0.544598,False
2012,Taekwondo,CHI,F,0.544598,False
2024,Taekwondo,CHI,F,0.544598,False
2000,Taekwondo,CHI,M,0.544598,False
2016,Taekwondo,CHI,M,0.544598,False
2024,Taekwondo,CHI,M,0.544598,False
2000,Taekwondo,CHN,F,0.6231164,False
2004,Taekwondo,CHN,F,0.6231164,False
2008,Taekwondo,CHN,F,0.6231164,False
2012,Taekwondo,CHN,F,0.6231164,False
2016,Taekwondo,CHN,F,0.6231164,False
2020,Taekwondo,CHN,F,0.544598,False
2024,Taekwondo,CHN,F,0.54977036,False
2000,Taekwondo,CHN,M,0.544598,False
2008,Taekwondo,CHN,M,0.5603971,False
2012,Taekwondo,CHN,M,0.5603971,False
2016,Taekwondo,CHN,M,0.6231164,False
2020,Taekwondo,CHN,M,0.5603971,False
2024,Taekwondo,CHN,M,0.5603971,False
2004,Taekwondo,CIV,F,0.544598,False
2008,Taekwondo,CIV,F,0.544598,False
2012,Taekwondo,CIV,F,0.544598,False
2016,Taekwondo,CIV,F,0.5603971,False
2020,Taekwondo,CIV,F,0.5603971,False
2024,Taekwondo,CIV,F,0.544598,False
2000,Taekwondo,CIV,M,0.544598,False
2008,Taekwondo,CIV,M,0.544598,False
2016,Taekwondo,CIV,M,0.6231164,False
2020,Taekwondo,CIV,M,0.544598,False
2024,Taekwondo,CIV,M,0.5603971,False
2016,Taekwondo,COD,F,0.544598,False
2020,Taekwondo,COD,F,0.544598,False
2004,Taekwondo,COL,F,0.544598,False
2008,Taekwondo,COL,F,0.544598,False
2016,Taekwondo,COL,F,0.544598,False
2020,Taekwondo,COL,F,0.544598,False
2000,Taekwondo,COL,M,0.544598,False
2004,Taekwondo,COL,M,0.544598,False
2012,Taekwondo,COL,M,0.5603971,False
2016,Taekwondo,COL,M,0.544598,False
2020,Taekwondo,COL,M,0.544598,False
2016,Taekwondo,CPV,F,0.544598,False
